organization_npi,claim_inpatient_admission_type_code,claim_admitting_diagnosis_code,patient_count,claim_count
1114081056,3,1749,100,100
1114081056,3,1820,100,100
1114081056,3,2189,100,100
1114239068,3,1748,100,100
1114239068,3,185,100,100
1114903523,3,1623,100,100
1114903523,3,1629,100,100
1114903523,3,185,500,500
1114903523,3,1890,100,100
1114903523,3,2113,100,100
1114908001,2,1629,100,100
1114908001,2,V5811,100,100
1114908001,3,1541,100,100
1114908001,3,1623,100,100
1114908001,3,1625,100,100
1114908001,3,1629,100,100
1114908001,3,1749,100,100
1114908001,3,1820,100,100
1114908001,3,1830,100,100
1114908001,3,1844,100,100
1114908001,3,185,100,100
1114908001,3,V5811,100,100
1114919339,3,1539,100,100
1114919339,3,1623,100,100
1114919339,3,1629,100,100
1114919339,3,1749,100,100
1114919339,3,2113,100,100
1114920048,2,1749,100,100
1114920048,3,1533,100,100
1114920048,3,1539,100,100
1114920048,3,1623,100,100
1114920048,3,1749,100,100
1114920048,3,185,100,100
1114920048,3,1890,100,100
1114920048,3,2113,100,100
1114920048,3,2189,100,100
1114920048,3,V5811,100,100
1114922341,1,1579,100,100
1114922341,1,1629,100,100
1114922341,1,1983,100,100
1114922341,1,20280,100,100
1114922341,2,V5811,100,100
1114922341,3,1889,100,100
1114924834,1,1579,100,100
1114924834,1,1629,100,100
1114924834,1,1983,100,100
1114924834,1,1985,100,100
1114924834,2,1629,100,100
1114924834,2,1749,100,100
1114924834,2,1830,100,100
1114924834,3,1533,100,100
1114924834,3,1539,100,100
1114924834,3,1540,100,100
1114924834,3,1541,100,100
1114924834,3,1623,100,100
1114924834,3,1629,100,100
1114924834,3,1749,100,100
1114924834,3,1820,500,500
1114924834,3,1830,100,100
1114924834,3,1844,100,100
1114924834,3,185,100,100
1114924834,3,1889,100,100
1114924834,3,2113,100,100
1114924834,3,2357,500,500
1114924834,3,23691,100,100
1114924834,3,V5811,100,100
1114925567,1,1579,100,100
1114925567,1,1749,100,100
1114925567,1,1820,100,100
1114925567,1,1889,100,100
1114925567,1,1983,100,100
1114925567,1,1985,100,100
1114925567,1,20500,100,100
1114925567,1,2113,100,100
1114925567,1,V5811,100,100
1114925567,2,V5811,100,100
1114925567,3,1533,100,100
1114925567,3,1534,100,100
1114925567,3,1536,100,100
1114925567,3,1539,100,100
1114925567,3,1540,100,100
1114925567,3,1541,100,100
1114925567,3,1623,100,100
1114925567,3,1625,100,100
1114925567,3,1748,100,100
1114925567,3,1749,100,100
1114925567,3,1820,100,100
1114925567,3,1830,100,100
1114925567,3,185,100,100
1114925567,3,1889,100,100
1114925567,3,1890,100,100
1114925567,3,193,100,100
1114925567,3,2113,100,100
1114925567,3,2189,100,100
1114925567,3,2252,100,100
1114925567,3,2273,100,100
1114925567,3,V5811,100,100
1114928108,3,1623,100,100
1114928108,3,1625,100,100
1114932548,3,1911,100,100
1114932548,3,1918,100,100
1114932548,3,1983,100,100
1114932548,3,2252,100,100
1114932548,3,2396,100,100
1114954682,3,2113,100,100
1114958337,2,1508,100,100
1114958337,2,1539,100,100
1114958337,2,1976,100,100
1114964244,1,1629,100,100
1114964244,3,1536,100,100
1114964244,3,1539,100,100
1114964244,3,1623,100,100
1114964244,3,1629,100,100
1114964244,3,1749,100,100
1114964244,3,2113,100,100
1114971660,2,V5811,100,100
1114971660,3,1539,100,100
1114971660,3,1749,100,100
1114971660,3,185,100,100
1114971660,3,2113,100,100
1114971660,3,2189,100,100
1114984671,1,1983,100,100
1114984671,1,1985,100,100
1114984671,3,1533,100,100
1114984671,3,1534,100,100
1114984671,3,1536,100,100
1114984671,3,1539,100,100
1114984671,3,1541,100,100
1114984671,3,1623,100,100
1114984671,3,1625,100,100
1114984671,3,1629,100,100
1114984671,3,1748,100,100
1114984671,3,1749,500,500
1114984671,3,185,100,100
1114984671,3,1890,100,100
1114984671,3,2113,100,100
1114984671,3,2391,100,100
1114984671,3,2396,100,100
1114993086,1,1629,100,100
1114993086,1,1749,100,100
1114993086,1,1970,100,100
1114993086,3,185,500,500
1114993086,3,20913,100,100
1114993086,3,2113,100,100
1114993086,3,2352,100,100
1124004304,3,1518,100,100
1124004304,3,1519,100,100
1124004304,3,1539,100,100
1124004304,3,1541,100,100
1124004304,3,1550,100,100
1124004304,3,1552,100,100
1124004304,3,1628,100,100
1124004304,3,1629,100,100
1124004304,3,1749,100,100
1124004304,3,1890,100,100
1124004304,3,2189,100,100
1124004304,3,2251,100,100
1124004304,3,2252,100,100
1124004304,3,2390,100,100
1124004304,3,V5811,100,100
1124007240,3,1983,100,100
1124007240,3,2252,100,100
1124007638,3,1744,100,100
1124007638,3,185,100,100
1124016696,1,1629,100,100
1124016696,2,V5811,100,100
1124016696,3,1533,100,100
1124016696,3,1536,100,100
1124016696,3,1537,100,100
1124016696,3,1539,100,100
1124016696,3,1540,100,100
1124016696,3,1541,100,100
1124016696,3,1579,100,100
1124016696,3,1629,100,100
1124016696,3,1749,100,100
1124016696,3,185,100,100
1124016696,3,1888,100,100
1124016696,3,1889,100,100
1124016696,3,1890,100,100
1124016696,3,1891,100,100
1124016696,3,1892,100,100
1124016696,3,2352,100,100
1124016696,3,2357,100,100
1124016696,3,23691,100,100
1124025176,3,1749,100,100
1124025176,3,1820,100,100
1124025176,3,2113,100,100
1124025176,3,V5811,100,100
1124026273,1,1623,100,100
1124026273,1,1629,100,100
1124026273,1,1970,100,100
1124026273,1,1974,100,100
1124026273,1,1976,100,100
1124026273,1,1977,100,100
1124026273,1,1983,100,100
1124026273,1,1985,100,100
1124026273,1,20300,100,100
1124026273,1,20500,100,100
1124026273,1,51181,100,100
1124026273,2,V5811,100,100
1124026273,3,1531,100,100
1124026273,3,1532,100,100
1124026273,3,1533,100,100
1124026273,3,1534,100,100
1124026273,3,1536,100,100
1124026273,3,1539,100,100
1124026273,3,1540,100,100
1124026273,3,1541,100,100
1124026273,3,1570,100,100
1124026273,3,1623,100,100
1124026273,3,1625,100,100
1124026273,3,1629,100,100
1124026273,3,1742,100,100
1124026273,3,1744,100,100
1124026273,3,1748,100,100
1124026273,3,1749,100,100
1124026273,3,1820,100,100
1124026273,3,1830,100,100
1124026273,3,185,100,100
1124026273,3,1890,100,100
1124026273,3,193,100,100
1124026273,3,1960,100,100
1124026273,3,1963,100,100
1124026273,3,1965,100,100
1124026273,3,1970,100,100
1124026273,3,1974,100,100
1124026273,3,1976,100,100
1124026273,3,1977,100,100
1124026273,3,1983,100,100
1124026273,3,19889,100,100
1124026273,3,2113,100,100
1124026273,3,2252,100,100
1124026273,3,2271,100,100
1124026273,3,2273,100,100
1124026273,3,2330,100,100
1124026273,3,V5811,100,100
1124028972,3,2113,100,100
1124032982,1,1629,100,100
1124052162,2,V5811,100,100
1124052162,3,1533,100,100
1124052162,3,1539,100,100
1124052162,3,1541,100,100
1124052162,3,1749,100,100
1124052162,3,1889,100,100
1124052162,3,1890,100,100
1124052162,3,2113,100,100
1124054978,3,1749,100,100
1124054978,3,185,100,100
1124058615,1,1629,100,100
1124058615,2,1629,100,100
1124058615,3,1509,100,100
1124058615,3,1539,100,100
1124058615,3,1540,100,100
1124058615,3,1623,100,100
1124058615,3,1625,100,100
1124058615,3,1629,100,100
1124058615,3,1749,100,100
1124058615,3,185,100,100
1124058615,3,1890,100,100
1124058615,3,2113,100,100
1124058615,3,2396,100,100
1124074273,1,1539,100,100
1124074273,1,1579,100,100
1124074273,1,1629,100,100
1124074273,1,1749,100,100
1124074273,1,185,100,100
1124074273,1,1890,100,100
1124074273,1,23875,100,100
1124074273,3,1419,100,100
1124074273,3,1420,100,100
1124074273,3,1431,100,100
1124074273,3,1510,100,100
1124074273,3,1519,100,100
1124074273,3,1531,100,100
1124074273,3,1533,100,100
1124074273,3,1534,100,100
1124074273,3,1536,100,100
1124074273,3,1539,500,500
1124074273,3,1540,100,100
1124074273,3,1541,100,100
1124074273,3,1550,100,100
1124074273,3,1562,100,100
1124074273,3,1570,100,100
1124074273,3,1578,100,100
1124074273,3,1579,100,100
1124074273,3,1623,100,100
1124074273,3,1625,100,100
1124074273,3,1629,500,500
1124074273,3,1713,100,100
1124074273,3,1749,500,500
1124074273,3,179,100,100
1124074273,3,1809,100,100
1124074273,3,1820,100,100
1124074273,3,1830,100,100
1124074273,3,1844,100,100
1124074273,3,185,500,500
1124074273,3,1889,100,100
1124074273,3,1890,500,500
1124074273,3,1892,100,100
1124074273,3,1919,100,100
1124074273,3,193,100,100
1124074273,3,1950,100,100
1124074273,3,1976,100,100
1124074273,3,1977,100,100
1124074273,3,1983,100,100
1124074273,3,1985,100,100
1124074273,3,1991,100,100
1124074273,3,20280,100,100
1124074273,3,20300,100,500
1124074273,3,20301,100,100
1124074273,3,20400,100,100
1124074273,3,20410,100,100
1124074273,3,20500,100,100
1124074273,3,20510,100,100
1124074273,3,2113,100,100
1124074273,3,2189,100,100
1124074273,3,2252,100,100
1124074273,3,2273,100,100
1124074273,3,2330,100,100
1124074273,3,23691,100,100
1124074273,3,2375,100,100
1124074273,3,23875,100,100
1124074273,3,2390,100,100
1124074273,3,2391,100,100
1124074273,3,2392,100,100
1124074273,3,2395,100,100
1124074273,3,2396,100,100
1124074273,3,2397,100,100
1124074273,3,23989,100,100
1124074273,3,V103,100,100
1124074273,3,V580,100,100
1124074273,3,V5811,500,1000
1124076039,3,1749,100,100
1124078696,3,1749,100,100
1124098421,1,1629,100,100
1124098421,2,1629,100,100
1124098421,2,1983,100,100
1124098421,2,V5811,100,100
1124098421,3,1509,100,100
1124098421,3,1533,100,100
1124098421,3,1534,100,100
1124098421,3,1536,100,100
1124098421,3,1539,100,100
1124098421,3,1540,100,100
1124098421,3,1541,100,100
1124098421,3,1623,100,100
1124098421,3,1625,100,100
1124098421,3,1629,100,100
1124098421,3,1749,100,100
1124098421,3,1820,100,100
1124098421,3,1830,100,100
1124098421,3,185,100,100
1124098421,3,1889,100,100
1124098421,3,1890,100,100
1124098421,3,1977,100,100
1124098421,3,2113,100,100
1124098421,3,2189,100,100
1124098421,3,2252,100,100
1124098421,3,2273,100,100
1124098421,3,2352,100,100
1124098421,3,2396,100,100
1124098421,3,V5811,100,100
1124099858,1,1629,100,100
1124099858,2,V5811,100,100
1124099858,3,1533,100,100
1124099858,3,1536,100,100
1124099858,3,1623,100,100
1124099858,3,1625,100,100
1124099858,3,1629,100,100
1124099858,3,1749,100,100
1124099858,3,185,100,100
1124099858,3,1890,100,100
1124099858,3,2113,100,100
1124110820,3,185,100,100
1124127683,1,1629,100,100
1124127683,1,1983,100,100
1124127683,1,1985,100,100
1124127683,2,1509,100,100
1124127683,2,1519,100,100
1124127683,2,1539,100,100
1124127683,2,1551,100,100
1124127683,2,1570,100,100
1124127683,2,1579,100,100
1124127683,2,1619,100,100
1124127683,2,1623,100,100
1124127683,2,1629,100,100
1124127683,2,1820,100,100
1124127683,2,1830,100,100
1124127683,2,1889,100,100
1124127683,2,1977,100,100
1124127683,2,1983,100,100
1124127683,2,1985,100,100
1124127683,2,20280,100,100
1124127683,2,20300,100,100
1124127683,2,20400,100,100
1124127683,2,20410,100,100
1124127683,2,20500,500,500
1124127683,2,20502,100,100
1124127683,2,20800,100,100
1124127683,2,23875,100,100
1124127683,2,2396,100,100
1124127683,2,51181,100,100
1124127683,2,V5811,100,100
1124127683,2,V5812,100,100
1124127683,3,1410,100,100
1124127683,3,1419,100,100
1124127683,3,1420,100,100
1124127683,3,1431,100,100
1124127683,3,1456,100,100
1124127683,3,1459,100,100
1124127683,3,1460,100,100
1124127683,3,1505,100,100
1124127683,3,1509,100,100
1124127683,3,1510,100,100
1124127683,3,1519,100,100
1124127683,3,1531,100,100
1124127683,3,1533,100,100
1124127683,3,1534,100,100
1124127683,3,1536,100,100
1124127683,3,1539,100,100
1124127683,3,1540,100,100
1124127683,3,1541,500,500
1124127683,3,1550,100,100
1124127683,3,1551,100,100
1124127683,3,1560,100,100
1124127683,3,1570,100,100
1124127683,3,1579,100,100
1124127683,3,1580,100,100
1124127683,3,1589,100,100
1124127683,3,1600,100,100
1124127683,3,1610,100,100
1124127683,3,1611,100,100
1124127683,3,1619,100,100
1124127683,3,1623,500,500
1124127683,3,1624,100,100
1124127683,3,1625,100,100
1124127683,3,1629,500,500
1124127683,3,1701,100,100
1124127683,3,1712,100,100
1124127683,3,1713,100,100
1124127683,3,1715,100,100
1124127683,3,1724,100,100
1124127683,3,1727,100,100
1124127683,3,1733,100,100
1124127683,3,17332,100,100
1124127683,3,17342,100,100
1124127683,3,1749,100,100
1124127683,3,179,100,100
1124127683,3,1809,100,100
1124127683,3,1820,500,500
1124127683,3,1830,100,100
1124127683,3,1844,100,100
1124127683,3,185,500,500
1124127683,3,1888,100,100
1124127683,3,1889,500,500
1124127683,3,1890,100,100
1124127683,3,1891,100,100
1124127683,3,1892,100,100
1124127683,3,1906,100,100
1124127683,3,1911,100,100
1124127683,3,1919,100,100
1124127683,3,193,100,100
1124127683,3,1950,100,100
1124127683,3,1960,100,100
1124127683,3,1965,100,100
1124127683,3,1970,100,100
1124127683,3,1976,100,100
1124127683,3,1977,100,100
1124127683,3,1983,100,100
1124127683,3,1985,100,100
1124127683,3,19889,100,100
1124127683,3,20040,100,100
1124127683,3,20280,100,100
1124127683,3,20300,100,500
1124127683,3,20410,100,100
1124127683,3,20500,100,100
1124127683,3,20501,100,100
1124127683,3,2113,100,100
1124127683,3,2252,100,100
1124127683,3,2273,100,100
1124127683,3,2381,100,100
1124127683,3,23875,100,100
1124127683,3,2390,100,100
1124127683,3,2392,100,100
1124127683,3,2395,100,100
1124127683,3,2396,100,100
1124127683,3,2397,100,100
1124127683,3,V5811,500,1000
1124127683,3,V5812,500,500
1124136593,1,1629,100,100
1124136593,3,1533,100,100
1124136593,3,1623,100,100
1124136593,3,1625,100,100
1124136593,3,1749,100,100
1124136593,3,185,500,500
1124136593,3,1889,100,100
1124136593,3,2113,100,100
1124136593,3,2189,100,100
1124136593,3,V5811,100,100
1124137054,3,2113,100,100
1124182902,3,1749,100,100
1124272547,2,V5811,100,100
1124272547,3,1533,100,100
1124272547,3,1534,100,100
1124272547,3,1536,100,100
1124272547,3,1539,100,100
1124272547,3,1541,100,100
1124272547,3,1623,100,100
1124272547,3,1629,100,100
1124272547,3,1749,100,100
1124272547,3,1820,100,100
1124272547,3,185,100,100
1124272547,3,1889,100,100
1124272547,3,2113,100,100
1124272547,3,2396,100,100
1124272547,3,V5811,100,100
1124292446,3,1623,100,100
1124292446,3,1629,100,100
1124374079,1,1629,100,100
1124374079,3,1541,100,100
1124374079,3,1550,100,100
1124374079,3,1579,100,100
1124374079,3,1623,100,100
1124374079,3,1625,100,100
1124374079,3,1749,100,100
1124374079,3,185,500,500
1124374079,3,1889,100,100
1124374079,3,1890,100,100
1124374079,3,1977,100,100
1124374079,3,2113,100,100
1134102080,1,1579,100,100
1134102080,1,1629,100,100
1134102080,1,1991,100,100
1134102080,1,20280,100,100
1134102080,2,20280,100,100
1134102080,2,20300,100,100
1134102080,2,20500,100,100
1134102080,2,V5811,100,100
1134102080,3,1519,100,100
1134102080,3,1533,100,100
1134102080,3,1536,100,100
1134102080,3,1539,100,100
1134102080,3,1541,100,100
1134102080,3,1629,100,100
1134102080,3,1749,100,100
1134102080,3,1820,100,100
1134102080,3,1830,100,100
1134102080,3,193,100,100
1134102080,3,20300,100,100
1134102080,3,2189,100,100
1134104672,2,1629,100,100
1134104672,2,V5811,100,100
1134104672,3,1539,100,100
1134104672,3,1623,100,100
1134104672,3,1625,100,100
1134104672,3,1629,100,100
1134104672,3,1820,100,100
1134104672,3,185,100,100
1134104672,3,1889,100,100
1134104672,3,1890,100,100
1134104672,3,2113,100,100
1134104672,3,V5811,100,100
1134117575,1,1629,100,100
1134117575,1,1983,100,100
1134117575,2,1629,100,100
1134117575,2,V5811,100,100
1134117575,3,1509,100,100
1134117575,3,1531,100,100
1134117575,3,1533,100,100
1134117575,3,1534,100,100
1134117575,3,1536,100,100
1134117575,3,1539,100,100
1134117575,3,1541,100,100
1134117575,3,1623,100,100
1134117575,3,1625,100,100
1134117575,3,1629,100,100
1134117575,3,1748,100,100
1134117575,3,1749,100,100
1134117575,3,1820,100,100
1134117575,3,1830,100,100
1134117575,3,1844,100,100
1134117575,3,185,100,100
1134117575,3,1889,100,100
1134117575,3,1890,100,100
1134117575,3,1977,100,100
1134117575,3,2113,100,100
1134117575,3,2189,100,100
1134123193,1,1629,100,100
1134123193,3,1749,100,100
1134125016,1,1629,100,100
1134125016,3,1539,100,100
1134125016,3,1541,100,100
1134125016,3,1628,100,100
1134125016,3,1629,100,100
1134125016,3,1749,500,500
1134125016,3,1820,100,100
1134125016,3,185,100,100
1134125016,3,1889,100,100
1134125016,3,1890,100,100
1134125016,3,2113,100,100
1134125016,3,2189,100,100
1134127749,3,1623,100,100
1134127749,3,1629,100,100
1134127749,3,2113,100,100
1134131030,1,1629,100,100
1134131030,3,1539,100,500
1134131030,3,1749,100,100
1134131030,3,1889,100,100
1134131030,3,V5811,100,100
1134133002,3,1749,100,100
1134133002,3,185,100,100
1134137615,3,1534,100,100
1134137615,3,1820,100,100
1134137615,3,1830,100,100
1134137615,3,185,100,100
1134137615,3,2113,100,100
1134137615,3,2396,100,100
1134143415,3,V5811,100,100
1134144801,1,1550,100,100
1134144801,1,1570,100,100
1134144801,1,1579,100,100
1134144801,1,1623,100,100
1134144801,1,1625,100,100
1134144801,1,1628,100,100
1134144801,1,1629,100,100
1134144801,1,1889,100,100
1134144801,1,1911,100,100
1134144801,1,1976,100,100
1134144801,1,1977,100,100
1134144801,1,1983,100,100
1134144801,1,1985,100,100
1134144801,1,20300,100,100
1134144801,1,20500,100,100
1134144801,1,2252,100,100
1134144801,1,51181,100,100
1134144801,2,1550,100,100
1134144801,2,1629,100,100
1134144801,2,185,100,100
1134144801,2,1985,100,100
1134144801,2,20300,100,100
1134144801,2,V5811,100,100
1134144801,3,1509,100,100
1134144801,3,1533,100,100
1134144801,3,1534,100,100
1134144801,3,1536,100,100
1134144801,3,1539,100,100
1134144801,3,1541,100,100
1134144801,3,1550,100,100
1134144801,3,1570,100,100
1134144801,3,1619,100,100
1134144801,3,1623,100,100
1134144801,3,1625,100,100
1134144801,3,1629,100,100
1134144801,3,1748,100,100
1134144801,3,1749,100,100
1134144801,3,179,100,100
1134144801,3,1820,100,100
1134144801,3,1828,100,100
1134144801,3,1830,100,100
1134144801,3,185,500,500
1134144801,3,1889,100,100
1134144801,3,1890,500,500
1134144801,3,1911,100,100
1134144801,3,1912,100,100
1134144801,3,1919,100,100
1134144801,3,193,100,100
1134144801,3,1970,100,100
1134144801,3,1977,100,100
1134144801,3,20300,100,100
1134144801,3,2113,100,100
1134144801,3,2189,100,100
1134144801,3,220,100,100
1134144801,3,2252,100,100
1134144801,3,2273,100,100
1134144801,3,2381,100,100
1134144801,3,51181,100,100
1134144801,3,V5811,500,500
1134152549,2,V5811,100,100
1134152549,3,1534,100,100
1134152549,3,1536,100,100
1134152549,3,1623,100,100
1134152549,3,1625,100,100
1134152549,3,1748,100,100
1134152549,3,1749,100,100
1134152549,3,193,100,100
1134152549,3,2113,100,100
1134152549,3,V5811,100,100
1134168263,3,1536,100,100
1134168263,3,1623,100,100
1134168263,3,2113,100,100
1134172000,3,1749,100,100
1134172000,3,2113,100,100
1134172000,3,2189,100,100
1134172406,3,1749,100,100
1134172406,3,2189,100,100
1134178999,2,V5811,100,100
1134178999,3,1536,100,100
1134178999,3,1541,100,100
1134178999,3,1623,100,100
1134178999,3,1629,100,100
1134178999,3,1749,100,100
1134178999,3,1820,100,100
1134178999,3,1830,100,100
1134178999,3,185,100,100
1134178999,3,2113,100,100
1134178999,3,2396,100,100
1134183171,2,185,100,100
1134183171,3,185,100,100
1134183171,3,1890,100,100
1134183171,3,2113,100,100
1134186273,3,1536,100,100
1134186273,3,1623,100,100
1134186273,3,1625,100,100
1134186273,3,1629,100,100
1134186273,3,1749,100,100
1134186273,3,2113,100,100
1134186273,3,2252,100,100
1134186315,3,1536,100,100
1134186315,3,1623,100,100
1134186315,3,1629,100,100
1134186315,3,1749,100,100
1134186315,3,1889,100,100
1134186315,3,2394,100,100
1134187842,2,V5811,100,100
1134187842,3,1505,100,100
1134187842,3,1509,100,100
1134187842,3,1539,100,100
1134187842,3,1550,100,100
1134187842,3,1579,100,100
1134187842,3,1623,100,100
1134187842,3,1629,100,100
1134187842,3,1749,100,100
1134187842,3,1820,100,100
1134187842,3,1830,100,100
1134187842,3,1844,100,100
1134187842,3,1890,100,100
1134187842,3,1977,100,100
1134187842,3,1983,100,100
1134187842,3,20280,100,100
1134187842,3,2113,100,100
1134187842,3,2252,100,100
1134187842,3,V5811,100,500
1134194038,1,1629,100,100
1134194038,1,1749,100,100
1134194038,1,1889,100,100
1134194038,1,1976,100,100
1134194038,1,1983,100,100
1134194038,1,1985,100,100
1134194038,1,20500,100,100
1134194038,1,2252,100,100
1134194038,1,2396,100,100
1134194038,1,51181,100,100
1134194038,1,V5811,100,100
1134194038,2,1749,100,100
1134194038,2,1820,100,100
1134194038,2,V5811,100,100
1134194038,3,1510,100,100
1134194038,3,1519,100,100
1134194038,3,1530,100,100
1134194038,3,1531,100,100
1134194038,3,1532,100,100
1134194038,3,1533,100,100
1134194038,3,1534,100,100
1134194038,3,1536,100,100
1134194038,3,1539,100,100
1134194038,3,1540,100,100
1134194038,3,1541,500,500
1134194038,3,1550,100,100
1134194038,3,1562,100,100
1134194038,3,1570,100,100
1134194038,3,1579,100,100
1134194038,3,1623,100,100
1134194038,3,1625,100,100
1134194038,3,1629,100,100
1134194038,3,1744,100,100
1134194038,3,1749,100,100
1134194038,3,179,100,100
1134194038,3,1809,100,100
1134194038,3,1820,500,500
1134194038,3,1830,100,100
1134194038,3,1844,100,100
1134194038,3,185,100,100
1134194038,3,1889,100,100
1134194038,3,1890,100,100
1134194038,3,1891,100,100
1134194038,3,1892,100,100
1134194038,3,193,100,100
1134194038,3,1976,100,100
1134194038,3,1977,100,100
1134194038,3,1983,100,100
1134194038,3,19889,100,100
1134194038,3,20300,100,100
1134194038,3,2113,500,500
1134194038,3,2189,100,100
1134194038,3,220,100,100
1134194038,3,2252,100,100
1134194038,3,2273,100,100
1134194038,3,2330,100,100
1134194038,3,2390,100,100
1134194038,3,51181,100,100
1134194038,3,V5811,100,500
1134212772,1,1629,100,100
1134212772,3,1533,100,100
1134212772,3,1536,100,100
1134212772,3,1748,100,100
1134212772,3,1749,100,100
1134212772,3,1820,100,100
1134212772,3,185,100,100
1134220031,3,1533,100,100
1134220031,3,1536,100,100
1134220031,3,1539,100,100
1134220031,3,1541,100,100
1134220031,3,1744,100,100
1134220031,3,1748,100,100
1134220031,3,1749,100,100
1134220031,3,185,500,500
1134220031,3,1889,100,100
1134220031,3,193,100,100
1134220031,3,2113,100,100
1134227606,1,1629,100,100
1134227606,1,1983,100,100
1134227606,1,1985,100,100
1134227606,1,1991,100,100
1134227606,2,1749,100,100
1134227606,2,1820,100,100
1134227606,2,1889,100,100
1134227606,3,1533,100,100
1134227606,3,1534,100,100
1134227606,3,1539,100,100
1134227606,3,1541,100,100
1134227606,3,1623,100,100
1134227606,3,1748,100,100
1134227606,3,1749,100,100
1134227606,3,1820,100,100
1134227606,3,1830,100,100
1134227606,3,185,100,100
1134227606,3,1889,100,100
1134227606,3,1890,100,100
1134227606,3,2113,100,100
1134274897,3,185,100,100
1144203563,2,1985,100,100
1144203563,2,V5811,100,100
1144203563,3,1414,100,100
1144203563,3,1420,100,100
1144203563,3,1431,100,100
1144203563,3,1449,100,100
1144203563,3,1536,100,100
1144203563,3,1539,100,100
1144203563,3,1541,100,100
1144203563,3,1619,100,100
1144203563,3,1623,100,100
1144203563,3,1625,100,100
1144203563,3,1629,100,100
1144203563,3,1707,100,100
1144203563,3,1712,100,100
1144203563,3,1713,100,100
1144203563,3,1749,100,100
1144203563,3,1820,100,100
1144203563,3,185,100,100
1144203563,3,1890,100,100
1144203563,3,1960,100,100
1144203563,3,1970,100,100
1144203563,3,1985,100,100
1144203563,3,2113,100,100
1144203563,3,2189,100,100
1144203563,3,V5811,100,500
1144203662,3,1748,100,100
1144209271,3,2113,100,100
1144210253,1,1629,100,100
1144210253,1,1983,100,100
1144210253,1,1985,100,100
1144210253,2,1749,100,100
1144210253,2,1820,100,100
1144210253,2,V5811,100,100
1144210253,3,1533,100,100
1144210253,3,1536,100,100
1144210253,3,1539,100,100
1144210253,3,1541,100,100
1144210253,3,1550,100,100
1144210253,3,1570,100,100
1144210253,3,1623,100,100
1144210253,3,1625,100,100
1144210253,3,1629,100,100
1144210253,3,1749,100,100
1144210253,3,1820,100,100
1144210253,3,1830,100,100
1144210253,3,1844,100,100
1144210253,3,185,100,100
1144210253,3,1889,100,100
1144210253,3,1890,100,100
1144210253,3,193,100,100
1144210253,3,2113,100,100
1144210253,3,2189,100,100
1144210253,3,2251,100,100
1144210253,3,2252,100,100
1144210253,3,2390,100,100
1144211020,3,1531,100,100
1144211020,3,1533,100,100
1144211020,3,1534,100,100
1144211020,3,1536,100,100
1144211020,3,1623,100,100
1144211020,3,1625,100,100
1144211020,3,1749,100,100
1144211020,3,2113,100,100
1144211301,1,1570,100,100
1144211301,1,1579,100,100
1144211301,1,1623,100,100
1144211301,1,1629,100,100
1144211301,1,1749,100,100
1144211301,1,1820,100,100
1144211301,1,185,100,100
1144211301,1,1889,100,100
1144211301,1,1890,100,100
1144211301,1,1919,100,100
1144211301,1,1983,100,100
1144211301,1,1985,100,100
1144211301,1,20400,100,100
1144211301,1,20500,100,100
1144211301,1,20502,100,100
1144211301,1,51181,100,100
1144211301,1,V5811,100,100
1144211301,2,20500,100,100
1144211301,2,V5811,100,100
1144211301,3,1410,100,100
1144211301,3,1419,100,100
1144211301,3,1420,100,100
1144211301,3,1449,100,100
1144211301,3,1456,100,100
1144211301,3,1459,100,100
1144211301,3,1509,100,100
1144211301,3,1510,100,100
1144211301,3,1519,100,100
1144211301,3,1533,100,100
1144211301,3,1534,100,100
1144211301,3,1535,100,100
1144211301,3,1536,100,100
1144211301,3,1539,100,100
1144211301,3,1540,100,100
1144211301,3,1541,100,100
1144211301,3,1550,100,100
1144211301,3,1570,100,100
1144211301,3,1579,100,100
1144211301,3,1580,100,100
1144211301,3,1589,100,100
1144211301,3,1611,100,100
1144211301,3,1619,100,100
1144211301,3,1623,100,100
1144211301,3,1625,100,100
1144211301,3,1629,100,100
1144211301,3,1701,100,100
1144211301,3,1713,100,100
1144211301,3,17322,100,100
1144211301,3,17332,100,100
1144211301,3,17342,100,100
1144211301,3,1749,100,100
1144211301,3,179,100,100
1144211301,3,1820,100,100
1144211301,3,1830,100,100
1144211301,3,1844,100,100
1144211301,3,185,500,500
1144211301,3,1888,100,100
1144211301,3,1889,100,100
1144211301,3,1890,100,100
1144211301,3,1906,100,100
1144211301,3,1919,100,100
1144211301,3,193,100,100
1144211301,3,1960,100,100
1144211301,3,1970,100,100
1144211301,3,1976,100,100
1144211301,3,1977,100,100
1144211301,3,1983,100,100
1144211301,3,1985,100,100
1144211301,3,19889,100,100
1144211301,3,20280,100,100
1144211301,3,20300,100,100
1144211301,3,20500,100,100
1144211301,3,20501,100,100
1144211301,3,20502,100,100
1144211301,3,2113,100,100
1144211301,3,2189,100,100
1144211301,3,220,100,100
1144211301,3,2252,100,100
1144211301,3,2273,100,100
1144211301,3,23691,100,100
1144211301,3,2390,100,100
1144211301,3,2395,100,100
1144211301,3,2396,100,100
1144211301,3,2397,100,100
1144211301,3,V5811,500,5000
1144211301,3,V5812,100,500
1144223702,3,1749,100,100
1144224676,2,1629,100,100
1144224676,2,1820,100,100
1144224676,2,1983,100,100
1144224676,2,V5811,100,100
1144224676,3,1539,100,100
1144224676,3,1541,100,100
